# Galloway 1994 GMFR replication, census year 1880
# Source: PS Heft 66 (no marital x age)
# Note: Kreis-level marital x age UNAVAILABLE in source.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1880_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
653,DUS,GREVENBROICH,40676,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,123485,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,28289,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,22895,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,30783,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,89663,,,,,,,,,,,,,,,,,,,
661,KOL,MULHEIM,69629,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,41154,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,39989,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32629,,,,,,,,,,,,,,,,,,,
669,KOL,BONN,81336,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,27475,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,35485,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,44585,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,39061,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,44820,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,31286,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,37541,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,64803,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,111489,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,65706,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,45685,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,38561,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,35693,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,26265,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,42007,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,72664,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,25888,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,18176,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,45564,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,30974,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,21519,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,13624,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,20525,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11956,,,,,,,,,,,,,,,,,,,
