# Galloway 1994 GMFR replication, census year 1890
# Source: PS Heft 121:2 (Zweiter Theil)
# Note: Direct cell: Married Female 15-49. Vorwort of 121:1 confirms Familienstand is in 121:2.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1890_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
567,KAS,ZIEGENHAIN,32416,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,49168,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,31300,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,23508,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,41773,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,28497,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,33268,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,41580,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,21515,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,41329,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,40085,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,23562,,,,,,,,,,,,,,,,,,,
582,WIE,WESTERBURG,28604,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,39738,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,40296,,,,,,,,,,,,,,,,,,,
585,WIE,LIMBURG,48187,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,43764,,,,,,,,,,,,,,,,,,,
587,WIE,SANKT GOARSHAUSEN,38175,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,33630,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,33446,,,,,,,,,,,,,,,,,,,
593,WIE,USINGEN,21534,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,37962,,,,,,,,,,,,,,,,,,,
595,WIE,HOCHST,35149,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,39055,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,71916,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,35773,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,30795,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,37981,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,63938,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,21928,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,38215,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,77350,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,61556,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,51037,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13419,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,52724,,,,,,,,,,,,,,,,,,,
615,DUS,REES,65807,,,,,,,,,,,,,,,,,,,
623,DUS,MULHEIM,98342,,,,,,,,,,,,,,,,,,,
627,DUS,RUHRORT,80145,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,67612,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,53937,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,91696,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,75442,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,73044,,,,,,,,,,,,,,,,,,,
647,DUS,SOLINGEN,127715,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,54588,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,42623,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,104008,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,27971,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,24046,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,36377,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,91850,,,,,,,,,,,,,,,,,,,
661,KOL,MULHEIM,84297,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,42706,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,42166,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32157,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,27482,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,33860,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,42777,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,37552,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,43603,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,31278,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,40137,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,75493,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,141716,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,78800,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,47356,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,36047,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,34940,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,25471,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,41357,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,80194,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,27132,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,18483,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,44809,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,30527,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,21534,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,13021,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,19825,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11705,,,,,,,,,,,,,,,,,,,
