# Galloway 1994 GMFR replication, census year 1900
# Source: PS Heft 177:2 (likely Zweiter Theil)
# Note: Direct cell: Married Female 15-49. Verify part numbering on HathiTrust.
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1900_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
582,WIE,WESTERBURG,28119,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,45377,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,39550,,,,,,,,,,,,,,,,,,,
585,WIE,LIMBURG,49997,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,44359,,,,,,,,,,,,,,,,,,,
587,WIE,SANKT GOARSHAUSEN,42282,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,36691,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,34587,,,,,,,,,,,,,,,,,,,
593,WIE,USINGEN,21661,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,44349,,,,,,,,,,,,,,,,,,,
595,WIE,HOCHST,55493,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,39424,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,77849,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,35240,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,32350,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,39646,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,70884,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,22291,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,40830,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,82838,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,67580,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,54075,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13737,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,59642,,,,,,,,,,,,,,,,,,,
615,DUS,REES,70893,,,,,,,,,,,,,,,,,,,
623,DUS,MULHEIM,150959,,,,,,,,,,,,,,,,,,,
627,DUS,RUHRORT,146146,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,82501,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,57424,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,94614,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,92489,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,77438,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,64090,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,45842,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,127899,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,28251,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,24861,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,43070,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,107343,,,,,,,,,,,,,,,,,,,
661,KOL,MULHEIM,106476,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,47518,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,45928,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32448,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,28803,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,33545,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,43486,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,38997,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,46282,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,32401,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,44835,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,89535,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,203896,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,102729,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,49186,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,36696,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,35888,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,26476,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,42670,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,90679,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,26083,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,17688,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,44839,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,31502,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,22335,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,12794,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,20114,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11537,,,,,,,,,,,,,,,,,,,
